TagID	NPCID	CreatePosition	CreateType	DefaultInteractIDs	InteractName	InteractShape	InteractScale	FanInteractParam	FocusInteractScale	IgnoreCollider	LookIK	NPCLookIK	SceneSoundID	PlayerRotate	NPCRotate	SceneObjectName	CameraStoryKey	ActionState	ColliderState	ItemState	ObjectIDs	CreateInterval	CreateDelay	NPCIcon	ActionSwitch
2147	100172081	Workshop_NPCPos_ARole13	1		A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	200101	AvatarCollider:true	None		0	0	None	None
2148	100172091	Workshop_NPCPos_ARole14	1		A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	200202	AvatarCollider:true	None		0	0	None	None
2149	100172081	Workshop_NPCPos_ARole14	1		A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	200102	AvatarCollider:true	None		0	0	None	None
2150	100172091	Workshop_NPCPos_ARole15	1		A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	200203	AvatarCollider:true	None		0	0	None	None
2151	100172081	Workshop_NPCPos_ARole15	1		A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	200103	AvatarCollider:true	None		0	0	None	None
2152	100172091	Workshop_NPCPos_ARole16	1		A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	200204	SitDownCollider:true|WallCollider:false|AvatarCollider:false	computer:true	1027	0	0	None	None
2153	100172081	Workshop_NPCPos_ARole16F	1		A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	200104	AvatarCollider:true	None		0	0	None	None
2154	100172091	Workshop_NPCPos_ARole17F	1		A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Small	200205	AvatarCollider:true	gameboy:true	1022	0	0	None	None
2155	100172081	Workshop_NPCPos_ARole17	1		A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Small	200105	AvatarCollider:true	gameboy:true	1022	0	0	None	None
2156	100172042	Garage_NPCPos_No11_04	1	20000002	A	1	3,0,0,0,0	None	3.0	true	true	true	0	true	false	None	Middle	200403	AvatarCollider:true	None		0	0	None	None
2157	100172091	Workshop_NPCPos_ARole18	1		A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:true	None		0	0	None	None
2158	100172081	Workshop_NPCPos_ARole18	1		A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:true	None		0	0	None	None
2159	100172091	Garage_NPCPos_Quest10020120	1		A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	200203	AvatarCollider:true	None		0	0	None	None
2160	100172081	Garage_NPCPos_Quest10020120	1		A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	200103	AvatarCollider:true	None		0	0	None	None
3005	100173005	Workshop_NPCPos_Bangboo01_VHS	1	100701	A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Small	0	AvatarCollider:true	None		0	0	None	None
3006	100173006	Workshop_NPCPos_Bangboo02_VHS	1	100702	A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Small	0	AvatarCollider:true	None		0	0	None	None
3007	100173007	Workshop_NPCPos_Bangboo03_VHS	1	100703	A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Small	0	AvatarCollider:true	None		0	0	None	None
3008	100173008	Workshop_NPCPos_Bangboo04_VHS	1	100707	A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Small	0	AvatarCollider:true	None		0	0	None	None
3009	100173009	Workshop_NPCPos_Bangboo05_VHS	1	100708	A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Small	0	AvatarCollider:true	None		0	0	None	None
3011	100180711	Workshop_NPCPos_guest01_VHS	1	10200001	A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400413	AvatarCollider:true	None		0	0	None	None
3012	100181411	Workshop_NPCPos_guest02_VHS	1	10200002	A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400414	AvatarCollider:true	None		0	0	None	None
3013	100180511	Workshop_NPCPos_guest03_VHS	1	10200003	A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400117	AvatarCollider:true	bag:false		0	0	None	None
3014	100180511	Workshop_NPCPos_guest04_VHS	1	10200004	A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400109	AvatarCollider:true	None		0	0	None	None
3015	100180111	Workshop_NPCPos_guest05_VHS	1	10200005	A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400309	AvatarCollider:true	None		0	0	None	None
3016	100180211	Workshop_NPCPos_guest06_VHS	1	10200006	A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400310	AvatarCollider:true	None		0	0	None	None
3017	100180311	Workshop_NPCPos_guest01_VHS	1	10200007	A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400215	AvatarCollider:true	None		0	0	None	None
3018	100180411	Workshop_NPCPos_guest03_VHS	1	10200008	A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400311	AvatarCollider:true	None		0	0	None	None
3019	100181111	Workshop_NPCPos_guest02_VHS	1	10200009	A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400510	AvatarCollider:true	None		0	0	None	30:200703
3020	100181011	Workshop_NPCPos_guest04_VHS	1	10200010	A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400511	AvatarCollider:true	None		0	0	None	30:200703
3021	100180713	Workshop_NpcPos_VHS31020001	1		A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400113	AvatarCollider:true	bag:false		0	0	UI/Sprite/A1DynamicLoad/IconRoleCircle/UnPacker/IconNPCCircle2090.png	None
3022	100180714	Workshop_NpcPos_VHS31020002	1		A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400310	AvatarCollider:true	None		0	0	UI/Sprite/A1DynamicLoad/IconRoleCircle/UnPacker/IconNPCCircle2035.png	30:200703
3023	100180715	Workshop_NpcPos_VHS31010001	1		A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Small	200701	AvatarCollider:true	None		0	0	None	None
3024	100180716	Workshop_NpcPos_VHS31010002	1		A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Small	200701	AvatarCollider:true	None		0	0	None	30:200703
3025	100180713	Workshop_NpcPos_VHS31020001End	1		A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400111	AvatarCollider:true	None		0	0	UI/Sprite/A1DynamicLoad/IconRoleCircle/UnPacker/IconNPCCircle2090.png	None
3026	100180717	Workshop_NpcPos_VHS31020002_02	1		A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Small	200701	AvatarCollider:true	None		0	0	None	None
3027	100180714	Workshop_NpcPos_VHS31020002End	1		A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400310	AvatarCollider:true	None		0	0	UI/Sprite/A1DynamicLoad/IconRoleCircle/UnPacker/IconNPCCircle2035.png	None
3028	100180717	Workshop_NpcPos_VHS31020002_02End	1		A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Small	200701	AvatarCollider:true	None		0	0	None	None
4001	100180711	Street_Passerby_A1	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400409	SitDownCollider:true|WallCollider:false|AvatarCollider:false	bag:false		0	0	None	None
4002	100181111	Street_Passerby_A2	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400507	SitDownCollider:true|WallCollider:false|AvatarCollider:false	gameboy:true	1022	0	0	None	None
4003	100180311	Street_Passerby_B1	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400204	AvatarCollider:true	None		0	0	None	None
4004	100181111	Street_Passerby_B2	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400509	AvatarCollider:true	None		0	0	None	None
4005	100181311	Street_Passerby_C1	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400502	AvatarCollider:true	phone:true	1029	0	0	None	None
4006	100181011	Street_Passerby_C2	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400506	SitDownCollider:true|WallCollider:false|AvatarCollider:false	bag:false|phone02:true	0,1003	0	0	None	None
4007	100181511	Street_Passerby_D1	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400118	AvatarCollider:true	None		0	0	None	None
4008	100180811	Street_Passerby_D2	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400421	AvatarCollider:true	phone:true	1016	0	0	None	None
4009	100180711	Street_Passerby_09	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400402	AvatarCollider:true	phone:true|bag:false	1014,0	0	0	None	None
4010	100180811	Street_Passerby_10	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400419	AvatarCollider:true	None		0	0	None	None
4011	100180911	Street_Passerby_11	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400509	AvatarCollider:true	None		0	0	None	None
4012	100181111	Street_Passerby_12	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400503	AvatarCollider:true	None		0	0	None	None
4013	100181311	Street_Passerby_13	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400510	AvatarCollider:true	None		0	0	None	None
4014	100180111	Street_Passerby_14	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400203	AvatarCollider:true	None		0	0	None	None
4015	100181311	Street_Passerby_15	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400510	AvatarCollider:true	None		0	0	None	None
4016	100180311	Street_Passerby_16	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400503	AvatarCollider:true	None		0	0	None	None
4017	100180111	Street_Passerby_17	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400215	AvatarCollider:true	None		0	0	None	None
4018	100180411	Street_Passerby_18	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400312	AvatarCollider:true	None		0	0	None	None
4019	100180711	Street_Passerby_19	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400412	AvatarCollider:true	None		0	0	None	None
4020	100181511	Street_Passerby_20	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400118	AvatarCollider:true	None		0	0	None	None
4021	100180911	Street_Passerby_21	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400503	AvatarCollider:true	None		0	0	None	None
4022	100180111	Street_Passerby_22	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400210	AvatarCollider:true	None		0	0	None	None
4023	100180511	Street_Passerby_23	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400116	AvatarCollider:true	bag:false		0	0	None	None
4024	100181011	Street_Passerby_24	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400512	AvatarCollider:true	bag:false		0	0	None	None
4025	100180811	Street_Passerby_25	1		C	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400412	AvatarCollider:true	None		0	0	None	None
4026	100180111	Street_Passerby_26	1		D	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400215	AvatarCollider:true	None		0	0	None	None
4027	100180211	Street_Passerby_27	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400308	AvatarCollider:true	None		0	0	None	None
4028	100180311	Street_Passerby_28	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400202	AvatarCollider:true	phone:true	1010	0	0	None	None
4029	100181111	Street_Passerby_29	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400503	AvatarCollider:true	None		0	0	None	None
4030	100180411	Street_Passerby_30	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400312	AvatarCollider:false	None		0	0	None	None
4031	100180111	Street_Passerby_31	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400214	AvatarCollider:true	None		0	0	None	None
4032	100180411	Street_Passerby_32	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400303	AvatarCollider:true	None		0	0	None	None
4033	100181411	Street_Passerby_33	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400419	AvatarCollider:true	None		0	0	None	None
4034	100180611	Street_Passerby_34	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400116	AvatarCollider:true	bag:false		0	0	None	None
4035	100181511	Street_Passerby_35	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400116	AvatarCollider:true	bag:false		0	0	None	None
4036	100180711	Street_Passerby_36	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400402	AvatarCollider:true	phone:true	1016	0	0	None	None
4037	100181111	Street_Passerby_37	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400503	AvatarCollider:true	None		0	0	None	None
4038	100180611	Street_Passerby_38	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400118	AvatarCollider:true	bag:false		0	0	None	None
4039	100181311	Street_Passerby_39	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400512	AvatarCollider:true	None		0	0	None	None
4040	100180711	Street_Passerby_40	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400402	AvatarCollider:true	phone:true	1021	0	0	None	None
4041	100180211	Street_Passerby_41	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400309	AvatarCollider:true	None		0	0	None	None
4042	100181411	Street_Passerby_42	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400411	AvatarCollider:true	mask:false		0	0	None	None
4043	100180311	Street_Passerby_43	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400214	AvatarCollider:true	None		0	0	None	None
4044	100180611	Street_Passerby_44	1		B	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400102	AvatarCollider:true	phone_idle:true	1012	0	0	None	None
4045	100180511	Street_Passerby_45	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400102	AvatarCollider:true	phone_idle:true	1008	0	0	None	None
4046	100181511	Street_Passerby_46	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400114	AvatarCollider:true	bag:false		0	0	None	None
4047	100180111	Street_Passerby_47	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400211	AvatarCollider:true	None		0	0	None	None
4048	100181511	Street_Passerby_48	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400111	AvatarCollider:true	None		0	0	None	None
4049	100180411	Street_Passerby_49	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400302	AvatarCollider:true	phone:true	1011	0	0	None	None
4050	100181011	Street_Passerby_50	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400503	AvatarCollider:true	None		0	0	None	None
4051	100180911	Street_Passerby_51	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400509	AvatarCollider:true	None		0	0	None	None
4052	100180411	Street_Passerby_52	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400303	AvatarCollider:true	None		0	0	None	None
4053	100180111	Street_Passerby_53	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400216	AvatarCollider:true	mask:true		0	0	None	None
4054	100181111	Street_Passerby_54	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400513	AvatarCollider:true	gameboy02:true|bag:false	1023	0	0	None	None
4055	100181411	Street_Passerby_55	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400402	AvatarCollider:true	phone:true	1017	0	0	None	None
4056	100180511	Street_Passerby_56	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400110	AvatarCollider:true	mask:false		0	0	None	None
4057	100180711	Street_Passerby_57	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400413	AvatarCollider:true	None		0	0	None	None
4058	100180811	Street_Passerby_58	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400103	AvatarCollider:true	None		0	0	None	None
4059	100180611	Street_Passerby_59	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400111	AvatarCollider:true	None		0	0	None	None
4060	100181511	Street_Passerby_60	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400110	AvatarCollider:true	None		0	0	None	None
4061	100180711	Street_Passerby_61	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400410	SitDownCollider:true|WallCollider:false|AvatarCollider:false	computer:true|bag:false	1025,0	0	0	None	None
4062	100180511	Street_Passerby_62	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400108	SitDownCollider:true|WallCollider:false|AvatarCollider:false	phone_cafe:true|bag:false	1011,0	0	0	None	None
4063	100180211	Street_Passerby_63	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400302	AvatarCollider:true	phone:true	1006	0	0	None	None
4064	100180311	Street_Passerby_64	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400215	AvatarCollider:true	None		0	0	None	None
4065	100181411	Street_Passerby_65	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400402	AvatarCollider:true	phone:true	1017	0	0	None	None
4066	100180511	Street_Passerby_66	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400117	AvatarCollider:true	bag:false		0	0	None	None
4067	100181311	Street_Passerby_67	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400509	AvatarCollider:true	None		0	0	None	None
4068	100181311	Street_Passerby_68	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400503	AvatarCollider:true	None		0	0	None	None
4069	100181011	Street_Passerby_69	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400512	AvatarCollider:true	None		0	0	None	None
4070	100180511	Street_Passerby_70	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400102	AvatarCollider:true	phone_idle:true	1011	0	0	None	None
4071	100180311	Street_Passerby_71	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400210	AvatarCollider:true	None		0	0	None	None
4072	100180311	Street_Passerby_72	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400202	AvatarCollider:true	phone:true	1007	0	0	None	None
4073	100180211	Street_Passerby_73	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400210	AvatarCollider:true	None		0	0	None	None
4074	100181011	Street_Passerby_74	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400511	AvatarCollider:true	None		0	0	None	None
4075	100180711	Street_Passerby_75	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400408	SitDownCollider:true|WallCollider:false|AvatarCollider:false	bag:false		0	0	None	None
4076	100180811	Street_Passerby_76	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400414	AvatarCollider:true	None		0	0	None	None
4077	100180611	Street_Passerby_77	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400102	AvatarCollider:true	phone_idle:true	1013	0	0	None	None
4078	100180411	Street_Passerby_78	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400302	AvatarCollider:true	phone:true	1007	0	0	None	None
4079	100181511	Street_Passerby_79	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400112	AvatarCollider:true	bag:false		0	0	None	None
4080	100180611	Street_Passerby_80	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400112	AvatarCollider:true	bag:false		0	0	None	None
4081	100180711	Street_Passerby_81	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400405	AvatarCollider:true	None		0	0	None	None
4082	100180111	Street_Passerby_82	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400211	AvatarCollider:true	None		0	0	None	None
4083	100180411	Street_Passerby_83	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400302	AvatarCollider:true	phone:true	1003	0	0	None	None
4084	100180311	Street_Passerby_84	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400204	AvatarCollider:true	mask:false		0	0	None	None
4085	100180411	Street_Passerby_85	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400308	AvatarCollider:true	None		0	0	None	None
4086	100180111	Street_Passerby_86	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:true	None		0	0	None	None
4087	100180211	Street_Passerby_87	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:true	None		0	0	None	None
4088	100180311	Street_Passerby_88	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:true	None		0	0	None	None
4089	100180311	Street_Passerby_89	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400202	AvatarCollider:true	phone:true	1004	0	0	None	None
4090	100180111	Street_Passerby_90	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400207	SitDownCollider:true|WallCollider:false|AvatarCollider:false	phone:true	1010	0	0	None	None
4091	100180411	Street_Passerby_91	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400303	AvatarCollider:true	None		0	0	None	None
4092	100180511	Street_Passerby_92	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400107	SitDownCollider:true|WallCollider:false|AvatarCollider:false	phone_ramen:true|bag:false	1010,0	0	0	None	None
4093	100180411	Street_Passerby_93	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:true	None		0	0	None	None
4094	100180811	Street_Passerby_94	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400421	AvatarCollider:true	phone:true	1015	0	0	None	None
4095	100181411	Street_Passerby_95	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400402	AvatarCollider:true	phone:true	1021	0	0	None	None
4096	100180711	Street_Passerby_96	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400402	AvatarCollider:true	phone:true	1019	0	0	None	None
4097	100181411	Street_Passerby_97	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400415	AvatarCollider:true	bag:false		0	0	None	None
4098	100181411	Street_Passerby_98	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400413	AvatarCollider:true	None		0	0	None	None
4099	100180811	Street_Passerby_99	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400408	SitDownCollider:true|WallCollider:false|AvatarCollider:false	None		0	0	None	None
4100	100180811	Street_Passerby_100	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400411	AvatarCollider:true	None		0	0	None	None
4101	100180811	Street_Passerby_101	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400404	AvatarCollider:true	phone02:true		0	0	None	None
4102	100180711	Street_Passerby_102	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400408	SitDownCollider:true|WallCollider:false|AvatarCollider:false	None		0	0	None	None
4103	100181111	Street_Passerby_103	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:true	None		0	0	None	None
4104	100181111	Street_Passerby_104	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400509	AvatarCollider:true	None		0	0	None	None
4105	100181111	Street_Passerby_105	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400502	AvatarCollider:true	phone:true	1028	0	0	None	None
4106	100181011	Street_Passerby_106	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:true	None		0	0	None	None
4107	100180911	Street_Passerby_107	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400507	SitDownCollider:true|WallCollider:false|AvatarCollider:false	gameboy:true	1023	0	0	None	None
4108	100181111	Street_Passerby_108	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:true	None		0	0	None	None
4109	100181511	Street_Passerby_109	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400106	SitDownCollider:true|WallCollider:false|AvatarCollider:false	phone_bench:true|bag:false	1004,0	0	0	None	None
4110	100181511	Street_Passerby_110	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:true	None		0	0	None	None
4111	100180611	Street_Passerby_111	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400117	AvatarCollider:true	bag:false		0	0	None	None
4112	100181511	Street_Passerby_112	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400115	SitDownCollider:true|WallCollider:false|AvatarCollider:false	phone_cafe02:true	1006	0	0	None	None
4113	100180611	Street_Passerby_113	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400111	AvatarCollider:true	None		0	0	None	None
4114	100181511	Street_Passerby_114	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:true	None		0	0	None	None
4115	100181311	Street_Passerby_115	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400507	SitDownCollider:true|WallCollider:false|AvatarCollider:false	gameboy:true	1023	0	0	None	None
4116	100181311	Street_Passerby_116	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400507	SitDownCollider:true|WallCollider:false|AvatarCollider:false	gameboy:true	1022	0	0	None	None
4117	100180611	Street_Passerby_117	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400108	SitDownCollider:true|WallCollider:false|AvatarCollider:false	phone_cafe:true	1008	0	0	None	None
4118	100181011	Street_Passerby_118	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400507	SitDownCollider:true|WallCollider:false|AvatarCollider:false	gameboy:true	1023	0	0	None	None
4119	100180211	Street_Passerby_119	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400302	AvatarCollider:true	phone:true	1009	0	0	None	None
