ID	PositionX	PositionY	PositionZ	RotationX	RotationY	RotationZ	Section
Workshop_NPCPos_Gacha	19.368	1.41	6.382	0.0	270.0	0.0	2
Workshop_NPCPos_TimeMachine	30.08	0.4	14.386	0.0	0.0	0.0	2
Workshop_NPCPos_Test	28.875	0.58384	9.625	0.0	312.68036	0.0	2
Workshop_NPCPos_SisterLing	24.476	0.5998	10.557	0.0	313.60257	0.0	2
Workshop_NPCPos_WorkTable	28.336	0.75	8.292	0.0	44.79997	0.0	2
Workshop_NPCPos_Noca	22.0	0.58003	8.5	0.0	50.0	0.0	2
WorkShop_NPCPos_Noca_Quest10020001	33.372	0.626	14.29	0.0	270.0	0.0	2
WorkShop_NPCPos_Billy_Quest10020003	22.0	0.58003	9.5	0.0	125.0	0.0	2
WorkShop_NPCPos_Anbi_Quest10020003	23.0	0.58003	9.0	0.0	295.0	0.0	2
WorkShop_NPCPos_Noca_Quest10020009	24.14684	0.58003	12.46807	0.0	207.99998	0.0	2
WorkShop_NPCPos_Billy_Quest10020009	24.211	0.58003	10.839	0.0	318.87799	0.0	2
WorkShop_NPCPos_Anbi_Quest10020009	22.779	0.58384	11.511	0.0	103.268	0.0	2
WorkShop_NPCPos_Salesman_Quest10020103	23.46	0.58003	12.533	0.0	206.96613	0.0	2
WorkShop_NPCPos_Tsubaki_Quest10020106	31.594	0.597	15.71	0.0	237.34885	0.0	2
Workshop_NpcPos_Quest10020151	19.5	0.58003	10.89	0.0	240.0	0.0	2
Workshop_NpcPos_Quest10020181	19.674	0.58003	12.272	0.0	4.53792	0.0	2
Workshop_NPCPos_BangbooA_VHS	25.03	0.58003	6.0	0.0	280.0	0.0	2
Workshop_NPCPos_guest01_VHS	19.845	0.58003	8.695	0.0	312.21448	0.0	2
Workshop_NPCPos_guest02_VHS	19.777	0.58003	10.577	0.0	169.99998	0.0	2
Workshop_NPCPos_guest03_VHS	19.84	0.58003	15.49	0.0	270.0	0.0	2
Workshop_NPCPos_guest04_VHS	19.152	0.58003	7.176	0.0	250.0	0.0	2
Workshop_NPCPos_guest05_VHS	19.256	0.58003	11.563	0.0	300.0	0.0	2
Workshop_NPCPos_guest06_VHS	19.27	0.58003	14.28	0.0	240.0	0.0	2
Workshop_NPCPos_Bangboo01_VHS	21.29	0.58003	13.62	0.0	199.99998	0.0	2
Workshop_NPCPos_Bangboo02_VHS	21.93	0.58003	11.36	0.0	150.0	0.0	2
Workshop_NPCPos_Bangboo03_VHS	21.13	0.58003	9.31	0.0	99.99999	0.0	2
Workshop_NPCPos_Bangboo04_VHS	20.5	0.58003	10.36	0.0	180.0	0.0	2
Workshop_NPCPos_Bangboo05_VHS	22.1	0.58003	9.9	0.0	120.00001	0.0	2
Workshop_CameraPos_Pos1	30.85	1.93	13.0	8.0	335.0	0.0	2
Workshop_CameraPos_Pos2	29.39	1.93	13.2	8.0	30.0	0.0	2
Workshop_NPCPos_Telephone	26.807	1.008	8.432	0.0	270.0	0.0	2
Workshop_NPCPos_HollowPause	32.61	0.59	11.58	0.0	90.0	0.0	2
Workshop_NPCPos_VHSBangboo	26.098	1.337	9.692	0.0	260.0	0.0	2
Workshop_PlayerPos_HollowQuest	32.37027	0.58384	11.5826	0.0	86.69299	0.0	2
WorkShop_CameraPos_VHSStore	22.53	1.855	10.8	0.0	115.38	0.0	2
Workshop_PlayerPos_FromHollow	32.37027	0.58384	11.5826	0.0	86.69299	0.0	2
Workshop_PlayerPos_FromVHS	28.0	0.58384	15.6	0.0	0.0	0.0	2
Workshop_PlayerPos_VHSStore	22.758	0.58384	9.921	0.0	86.69299	0.0	2
Workshop_NPCPos_ARole1	32.5	0.594	15.027	0.0	150.0	0.0	2
Workshop_NPCPos_ARole2	31.15	0.594	12.748	0.0	270.0	0.0	2
Workshop_NPCPos_ARole3	32.1	0.594	12.55	0.0	120.00001	0.0	2
Workshop_NPCPos_ARole4	25.555	0.594	6.693	0.0	306.96448	0.0	2
Workshop_NPCPos_ARole5	28.429	0.594	15.22	0.0	186.60002	0.0	2
Workshop_NPCPos_ARole6	28.74	0.594	13.821	0.0	131.39603	0.0	2
WorkShop_NPCPos_Tsubaki_Quest10020115	28.903	0.58003	16.034	0.0	154.11002	0.0	2
Workshop_PlayerPos_Quest10020106	31.701	0.594	13.423	0.0	255.0	0.0	2
Workshop_PlayerPos_Quest10020115	30.447	0.594	12.817	0.0	296.12622	0.0	2
Workshop_Teleport_ToWorkshop	23.69	0.6	9.698	0.0	60.0	0.0	2
Workshop_NPCPos_ARole7	27.35	0.59	16.0	0.0	45.0	0.0	2
Workshop_NPCPos_ARole8	29.952	0.594	14.702	0.0	0.0	0.0	2
Workshop_NPCPos_ARole8F	30.263	0.594	14.64	0.0	0.0	0.0	2
Workshop_NPCPos_ARole9	31.6	0.594	10.85	0.0	307.60001	0.0	2
Workshop_NPCPos_ARole10	33.19	0.594	15.438	0.0	260.0	0.0	2
Workshop_NPCPos_ARoleTest	30.05	0.594	14.858	0.0	0.0	0.0	2
Workshop_PlayerPos_Quest10020109	30.628	0.594	11.88	0.0	280.0	0.0	2
Workshop_PlayerPos_Quest10020113	30.628	0.594	11.88	0.0	280.0	0.0	2
Workshop_PlayerPos_Quest10020116	30.506	0.594	11.88	0.0	90.0	0.0	2
Workshop_PlayerPos_Quest10020010	30.208	0.594	12.092	0.0	348.5	0.0	2
Workshop_NPCPos_DrawingRoom	24.38	0.594	6.223	0.0	353.79999	0.0	2
Workshop_PlayerPos_Quest10020119	30.892	0.594	10.112	0.0	125.60002	0.0	2
Workshop_NPCPos_ARole11	31.605	0.594	9.471	0.0	300.0	0.0	2
Workshop_NPCPos_ARole12	30.402	0.6	9.8	0.0	44.15999	0.0	2
Workshop_NPCPos_ARole17	30.645	0.58	15.042	0.0	0.0	0.0	2
Workshop_NPCPos_ARole16	28.292	0.593	8.216	3.08252	316.2569	0.0	2
Workshop_NPCPos_ARole16F	25.559	0.578	7.945	0.0	204.72104	0.0	2
Workshop_NPCPos_ARole15	33.043	0.6	13.442	0.0	0.0	0.0	2
Workshop_NPCPos_ARole14	33.043	0.6	13.442	0.0	0.0	0.0	2
Workshop_NPCPos_ARole13	33.043	0.6	13.442	0.0	0.0	0.0	2
WorkShop_NPCPos_Tsubaki_Quest10020119	31.19	0.59	10.23	0.0	289.17999	0.0	2
Workshop_PlayerPos_Quest10020151	20.396	0.58003	11.186	0.0	270.0	0.0	2
Workshop_PlayerPos_Quest10020111	28.9	0.588	13.1	0.0	129.89999	0.0	2
Workshop_NpcPos_VHS31020002	25.688	0.58003	7.624	0.0	251.93011	0.0	2
Workshop_NpcPos_VHS31020001	23.12	0.58003	6.209	0.0	29.26875	0.0	2
Workshop_NpcPos_VHS31010001	21.59	0.58003	15.2	0.0	240.0	0.0	2
Workshop_NpcPos_Bangboo_Quest10020141	25.28177	0.588	6.47026	0.0	320.26306	0.0	2
Workshop_NpcPos_Bangboo_Quest10020195	19.567	0.588	15.244	0.0	120.5	0.0	2
Workshop_NpcPos_VHS31010002	21.9	0.58003	14.84	0.0	240.0	0.0	2
Workshop_PlayerPos_VHS31020002	21.924	0.58003	12.388	0.0	315.51761	0.0	2
Workshop_PlayerPos_VHS31020001	24.0	0.58003	9.36	0.0	150.0	0.0	2
Workshop_PlayerPos_VHS31010001	21.59	0.58003	14.46	0.0	0.0	0.0	2
Workshop_PlayerPos_VHS31010002	21.9	0.58003	14.46	0.0	0.0	0.0	2
Workshop_NPCPos_No11_03	25.3	0.587	13.56	0.0	240.0	0.0	2
Workshop_PlayerPos_Quest10020123	30.724	0.594	11.259	0.0	125.60002	0.0	2
WorkShop_NPCPos_Bangboo_Quest10020106	32.19	0.595	15.605	0.0	337.73215	0.0	2
Workshop_Passerby_133	19.237	0.58003	8.191	0.0	290.0	0.0	2
Workshop_Passerby_134	19.838	0.58003	10.448	0.0	199.99998	0.0	2
Workshop_Passerby_135	19.435	0.58003	15.141	0.0	270.0	0.0	2
Workshop_Passerby_136	19.403	0.58003	7.347	0.0	260.0	0.0	2
Workshop_Passerby_137	19.292	0.58003	11.969	0.0	270.0	0.0	2
Workshop_Passerby_138	20.347	0.58003	15.573	0.0	340.0	0.0	2
Workshop_PlayerPos_HollowPause	31.23	0.584	13.08	0.0	118.0	0.0	2
Workshop_NPCPos_ARole17F	31.0	0.58	15.15	0.0	311.0	0.0	2
Workshop_NpcPos_VHS31020001End	24.626	0.58003	8.681	0.0	311.76859	0.0	2
Workshop_NpcPos_VHS31020002_02	25.503	0.58003	7.032	0.0	306.8797	0.0	2
Workshop_NpcPos_VHS31020002End	21.218	0.58003	12.853	0.0	126.61777	0.0	2
Workshop_NpcPos_VHS31020002_02End	21.66	0.58003	13.136	0.0	152.39877	0.0	2
Workshop_NPCPos_ARole18	31.802	0.594	14.909	0.0	283.90863	0.0	2
Workshop_PlayerPos_ARole18	28.258	0.594	15.121	0.0	81.46976	0.0	2
Borderlands	0.0	0.0	0.0	0.0	0.0	0.0	0
